-2.00    |  -2      |   0       | 0 | 0
-1.00    |  -1      |   0       | 0 | 0
0.00     |  0.00444   |   0       | -44.89u | 0
0.50     |  0.48    |   0       | 2.02u | 0
1.00     |  0.58    |   0.0023    | 424.67m | -230.87m
2.00     |  0.63    |   0.00383   | 0.13m | -384.46m
3.00     |  0.65    |   0.0050    | 0.23m | -501.90m
5.00     |  0.676   |   0.00428   | 0.43m | -429.63m
