-2.00    |  -2      |   9.97    | 0 | 0.30m
-1.00    |  -1      |   9.97    | 0   | 0.30m
0.00     |  0.00435   |   9.99    | -43.98u | 0.10m
0.50     |  0.5     |   9.98    | 0 | 0.20m
1.00     |  0.62    |   8.65    | 384.22m  | 13.55m
2.00     |  0.65    |   5.58    | 0.13m | 44.36m
3.00     |  0.7     |   3.43    | 0.23m | 65.95m
5.00     |  0.767   |   2.18    | 0.42m | 78.49m
